,Unnamed: 0,activity_name,lifecycle:transition,org:resource,end_timestamp,Activity,resource,case_id,case:variant,case:variant-index,case:creator,start_timestamp,agent
6731,7441,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 15:07:00+00:00,Analyze Request for Quotation,Francois de Perrier,988,Variant 5,5,Fluxicon Disco,2011-06-01 14:36:00+00:00,8
6732,7442,Create Purchase Requisition,complete,Christian Francois,2011-05-24 21:49:00+00:00,Create Purchase Requisition,Christian Francois,993,Variant 3,3,Fluxicon Disco,2011-05-24 21:18:00+00:00,6
6733,7443,Analyze Purchase Requisition,complete,Francis Odell,2011-05-25 20:29:00+00:00,Analyze Purchase Requisition,Francis Odell,993,Variant 3,3,Fluxicon Disco,2011-05-25 20:24:00+00:00,15
6734,7444,Create Purchase Requisition,complete,Kim Passa,2011-05-25 10:04:00+00:00,Create Purchase Requisition,Kim Passa,997,Variant 4,4,Fluxicon Disco,2011-05-25 09:20:00+00:00,0
6735,7445,Analyze Purchase Requisition,complete,Maris Freeman,2011-05-25 20:29:00+00:00,Analyze Purchase Requisition,Maris Freeman,997,Variant 4,4,Fluxicon Disco,2011-05-25 20:25:00+00:00,10
6736,7446,Create Request for Quotation,complete,Maris Freeman,2011-05-25 20:35:00+00:00,Create Request for Quotation,Maris Freeman,997,Variant 4,4,Fluxicon Disco,2011-05-25 20:32:00+00:00,10
6737,7447,Analyze Request for Quotation,complete,Magdalena Predutta,2011-05-29 15:44:00+00:00,Analyze Request for Quotation,Magdalena Predutta,997,Variant 4,4,Fluxicon Disco,2011-05-29 15:18:00+00:00,7
6738,7448,Create Purchase Requisition,complete,Tesca Lobes,2011-05-27 00:56:00+00:00,Create Purchase Requisition,Tesca Lobes,1004,Variant 4,4,Fluxicon Disco,2011-05-27 00:39:00+00:00,9
6739,7449,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-05-27 18:44:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco,2011-05-27 18:35:00+00:00,11
6740,7450,Create Request for Quotation,complete,Heinz Gutschmidt,2011-05-27 18:51:00+00:00,Create Request for Quotation,Heinz Gutschmidt,1004,Variant 4,4,Fluxicon Disco,2011-05-27 18:50:00+00:00,11
6741,7451,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 04:18:00+00:00,Analyze Request for Quotation,Francois de Perrier,1004,Variant 4,4,Fluxicon Disco,2011-06-01 03:43:00+00:00,8
6742,7452,Create Purchase Requisition,complete,Fjodor Kowalski,2011-05-28 12:50:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1008,Variant 5,5,Fluxicon Disco,2011-05-28 12:27:00+00:00,4
6743,7453,Create Request for Quotation,complete,Miu Hanwan,2011-05-28 19:14:00+00:00,Create Request for Quotation,Miu Hanwan,1008,Variant 5,5,Fluxicon Disco,2011-05-28 19:05:00+00:00,16
6744,7454,Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-10 04:20:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1008,Variant 5,5,Fluxicon Disco,2011-06-10 03:49:00+00:00,7
6745,7509,Create Purchase Requisition,complete,Alberto Duport,2011-05-29 01:05:00+00:00,Create Purchase Requisition,Alberto Duport,1015,Variant 3,3,Fluxicon Disco,2011-05-29 00:50:00+00:00,3
6746,7510,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-05-30 00:38:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1015,Variant 3,3,Fluxicon Disco,2011-05-30 00:34:00+00:00,11
6747,7555,Create Purchase Requisition,complete,Esmana Liubiata,2011-05-29 06:34:00+00:00,Create Purchase Requisition,Esmana Liubiata,1021,Variant 5,5,Fluxicon Disco,2011-05-29 06:06:00+00:00,5
6748,7556,Create Request for Quotation,complete,Anna Kaufmann,2011-05-29 06:51:00+00:00,Create Request for Quotation,Anna Kaufmann,1021,Variant 5,5,Fluxicon Disco,2011-05-29 06:42:00+00:00,17
6749,7557,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 09:02:00+00:00,Analyze Request for Quotation,Francois de Perrier,1021,Variant 5,5,Fluxicon Disco,2011-06-01 08:37:00+00:00,8
6750,7558,Create Purchase Requisition,complete,Kim Passa,2011-05-29 08:11:00+00:00,Create Purchase Requisition,Kim Passa,1022,Variant 5,5,Fluxicon Disco,2011-05-29 07:31:00+00:00,0
6751,7559,Create Request for Quotation,complete,Tesca Lobes,2011-05-29 15:16:00+00:00,Create Request for Quotation,Tesca Lobes,1022,Variant 5,5,Fluxicon Disco,2011-05-29 15:05:00+00:00,9
6752,7560,Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-10 02:23:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1022,Variant 5,5,Fluxicon Disco,2011-06-10 01:52:00+00:00,7
6753,7561,Create Purchase Requisition,complete,Clement Duchot,2011-05-29 09:57:00+00:00,Create Purchase Requisition,Clement Duchot,1023,Variant 3,3,Fluxicon Disco,2011-05-29 09:29:00+00:00,20
6754,7562,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-05-29 21:58:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1023,Variant 3,3,Fluxicon Disco,2011-05-29 21:50:00+00:00,11
6755,7575,Create Purchase Requisition,complete,Anne Olwada,2011-05-30 21:57:00+00:00,Create Purchase Requisition,Anne Olwada,1031,Variant 2,2,Fluxicon Disco,2011-05-30 21:38:00+00:00,14
6756,7576,Create Request for Quotation,complete,Penn Osterwalder,2011-05-30 23:02:00+00:00,Create Request for Quotation,Penn Osterwalder,1031,Variant 2,2,Fluxicon Disco,2011-05-30 22:56:00+00:00,12
6757,7577,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-01 08:37:00+00:00,Analyze Request for Quotation,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-01 08:20:00+00:00,8
6758,7578,Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-06-01 22:00:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-01 21:32:00+00:00,8
6759,7579,Create Quotation comparison Map,complete,Francois de Perrier,2011-06-02 01:42:00+00:00,Create Quotation comparison Map,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-01 22:45:00+00:00,8
6760,7580,Analyze Quotation Comparison Map,complete,Penn Osterwalder,2011-06-02 08:36:00+00:00,Analyze Quotation Comparison Map,Penn Osterwalder,1031,Variant 2,2,Fluxicon Disco,2011-06-02 08:26:00+00:00,12
6761,7581,Choose best option,complete,Christian Francois,2011-06-02 08:36:00+00:00,Choose best option,Christian Francois,1031,Variant 2,2,Fluxicon Disco,2011-06-02 08:36:00+00:00,6
6762,7582,Settle Conditions With Supplier,complete,Francois de Perrier,2011-06-02 22:17:00+00:00,Settle Conditions With Supplier,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-02 13:01:00+00:00,8
6763,7583,Create Purchase Order,complete,Francois de Perrier,2011-06-05 01:35:00+00:00,Create Purchase Order,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-05 01:26:00+00:00,8
6764,7584,Confirm Purchase Order,complete,Sean Manney,2011-06-06 23:59:00+00:00,Confirm Purchase Order,Sean Manney,1031,Variant 2,2,Fluxicon Disco,2011-06-06 23:35:00+00:00,18
6765,7585,Deliver Goods Services,complete,Karen Clarens,2011-06-08 10:33:00+00:00,Deliver Goods Services,Karen Clarens,1031,Variant 2,2,Fluxicon Disco,2011-06-07 20:15:00+00:00,23
6766,7586,Release Purchase Order,complete,Penn Osterwalder,2011-06-08 18:26:00+00:00,Release Purchase Order,Penn Osterwalder,1031,Variant 2,2,Fluxicon Disco,2011-06-08 18:25:00+00:00,12
6767,7587,Approve Purchase Order for payment,complete,Francois de Perrier,2011-06-09 09:05:00+00:00,Approve Purchase Order for payment,Francois de Perrier,1031,Variant 2,2,Fluxicon Disco,2011-06-09 09:04:00+00:00,8
6768,7588,Send Invoice,complete,Carmen Finacse,2011-06-13 00:06:00+00:00,Send Invoice,Carmen Finacse,1031,Variant 2,2,Fluxicon Disco,2011-06-13 00:06:00+00:00,22
6769,7589,Release Supplier's Invoice,complete,Karalda Nimwada,2011-06-13 14:33:00+00:00,Release Supplier's Invoice,Karalda Nimwada,1031,Variant 2,2,Fluxicon Disco,2011-06-13 14:30:00+00:00,25
6770,7590,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-06-13 14:33:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,1031,Variant 2,2,Fluxicon Disco,2011-06-13 14:33:00+00:00,26
6771,7591,Pay Invoice,complete,Pedro Alvares,2011-06-13 15:05:00+00:00,Pay Invoice,Pedro Alvares,1031,Variant 2,2,Fluxicon Disco,2011-06-13 14:52:00+00:00,26
6772,7612,Create Purchase Requisition,complete,Penn Osterwalder,2011-05-31 17:55:00+00:00,Create Purchase Requisition,Penn Osterwalder,1035,Variant 1,1,Fluxicon Disco,2011-05-31 17:37:00+00:00,12
6773,7613,Analyze Purchase Requisition,complete,Francis Odell,2011-06-01 06:53:00+00:00,Analyze Purchase Requisition,Francis Odell,1035,Variant 1,1,Fluxicon Disco,2011-06-01 06:46:00+00:00,15
6774,7614,Create Request for Quotation,complete,Francis Odell,2011-06-01 07:03:00+00:00,Create Request for Quotation,Francis Odell,1035,Variant 1,1,Fluxicon Disco,2011-06-01 07:00:00+00:00,15
6775,7615,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-03 10:14:00+00:00,Analyze Request for Quotation,Francois de Perrier,1035,Variant 1,1,Fluxicon Disco,2011-06-03 09:54:00+00:00,8
6776,7616,Send Request for Quotation to Supplier,complete,Francois de Perrier,2011-06-03 23:54:00+00:00,Send Request for Quotation to Supplier,Francois de Perrier,1035,Variant 1,1,Fluxicon Disco,2011-06-03 23:36:00+00:00,8
6777,7617,Create Quotation comparison Map,complete,Karel de Groot,2011-06-04 07:55:00+00:00,Create Quotation comparison Map,Karel de Groot,1035,Variant 1,1,Fluxicon Disco,2011-06-04 02:37:00+00:00,2
6778,7618,Analyze Quotation Comparison Map,complete,Esmana Liubiata,2011-06-04 14:57:00+00:00,Analyze Quotation Comparison Map,Esmana Liubiata,1035,Variant 1,1,Fluxicon Disco,2011-06-04 14:39:00+00:00,5
6779,7619,Choose best option,complete,Anne Olwada,2011-06-04 14:57:00+00:00,Choose best option,Anne Olwada,1035,Variant 1,1,Fluxicon Disco,2011-06-04 14:57:00+00:00,14
6780,7620,Settle Conditions With Supplier,complete,Karel de Groot,2011-06-05 01:28:00+00:00,Settle Conditions With Supplier,Karel de Groot,1035,Variant 1,1,Fluxicon Disco,2011-06-04 21:31:00+00:00,2
6781,7621,Create Purchase Order,complete,Francois de Perrier,2011-06-07 03:30:00+00:00,Create Purchase Order,Francois de Perrier,1035,Variant 1,1,Fluxicon Disco,2011-06-07 03:20:00+00:00,8
6782,7622,Confirm Purchase Order,complete,Kiu Kan,2011-06-11 06:49:00+00:00,Confirm Purchase Order,Kiu Kan,1035,Variant 1,1,Fluxicon Disco,2011-06-11 06:35:00+00:00,24
6783,7623,Deliver Goods Services,complete,Sean Manney,2011-06-15 23:23:00+00:00,Deliver Goods Services,Sean Manney,1035,Variant 1,1,Fluxicon Disco,2011-06-13 23:43:00+00:00,18
6784,7624,Release Purchase Order,complete,Nico Ojenbeer,2011-06-16 07:01:00+00:00,Release Purchase Order,Nico Ojenbeer,1035,Variant 1,1,Fluxicon Disco,2011-06-16 07:00:00+00:00,13
6785,7625,Approve Purchase Order for payment,complete,Francois de Perrier,2011-06-16 18:48:00+00:00,Approve Purchase Order for payment,Francois de Perrier,1035,Variant 1,1,Fluxicon Disco,2011-06-16 18:47:00+00:00,8
6786,7626,Send Invoice,complete,Carmen Finacse,2011-06-17 05:45:00+00:00,Send Invoice,Carmen Finacse,1035,Variant 1,1,Fluxicon Disco,2011-06-17 05:45:00+00:00,22
6787,7627,Release Supplier's Invoice,complete,Pedro Alvares,2011-06-17 20:21:00+00:00,Release Supplier's Invoice,Pedro Alvares,1035,Variant 1,1,Fluxicon Disco,2011-06-17 20:19:00+00:00,26
6788,7628,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-06-17 20:21:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,1035,Variant 1,1,Fluxicon Disco,2011-06-17 20:21:00+00:00,26
6789,7629,Pay Invoice,complete,Karalda Nimwada,2011-06-17 20:56:00+00:00,Pay Invoice,Karalda Nimwada,1035,Variant 1,1,Fluxicon Disco,2011-06-17 20:48:00+00:00,25
6790,7630,Create Purchase Requisition,complete,Anna Kaufmann,2011-06-01 18:54:00+00:00,Create Purchase Requisition,Anna Kaufmann,1041,Variant 14,14,Fluxicon Disco,2011-06-01 18:47:00+00:00,17
6791,7631,Create Request for Quotation,complete,Nico Ojenbeer,2011-06-01 22:10:00+00:00,Create Request for Quotation,Nico Ojenbeer,1041,Variant 14,14,Fluxicon Disco,2011-06-01 22:06:00+00:00,13
6792,7632,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-03 21:06:00+00:00,Analyze Request for Quotation,Francois de Perrier,1041,Variant 14,14,Fluxicon Disco,2011-06-03 20:49:00+00:00,8
6793,7633,Amend Request for Quotation,complete,Kim Passa,2011-06-03 22:07:00+00:00,Amend Request for Quotation,Kim Passa,1041,Variant 14,14,Fluxicon Disco,2011-06-03 21:58:00+00:00,0
6794,7634,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-07 05:35:00+00:00,Analyze Request for Quotation,Francois de Perrier,1041,Variant 14,14,Fluxicon Disco,2011-06-07 05:16:00+00:00,8
6795,7682,Create Purchase Requisition,complete,Kim Passa,2011-06-02 16:16:00+00:00,Create Purchase Requisition,Kim Passa,1047,Variant 4,4,Fluxicon Disco,2011-06-02 15:49:00+00:00,0
6796,7683,Analyze Purchase Requisition,complete,Maris Freeman,2011-06-03 05:11:00+00:00,Analyze Purchase Requisition,Maris Freeman,1047,Variant 4,4,Fluxicon Disco,2011-06-03 05:05:00+00:00,10
6797,7684,Create Request for Quotation,complete,Francis Odell,2011-06-03 05:20:00+00:00,Create Request for Quotation,Francis Odell,1047,Variant 4,4,Fluxicon Disco,2011-06-03 05:18:00+00:00,15
6798,7685,Analyze Request for Quotation,complete,Karel de Groot,2011-06-08 10:11:00+00:00,Analyze Request for Quotation,Karel de Groot,1047,Variant 4,4,Fluxicon Disco,2011-06-08 09:41:00+00:00,2
6799,7738,Create Purchase Requisition,complete,Esmana Liubiata,2011-06-03 22:48:00+00:00,Create Purchase Requisition,Esmana Liubiata,1057,Variant 3,3,Fluxicon Disco,2011-06-03 22:21:00+00:00,5
6800,7739,Analyze Purchase Requisition,complete,Francis Odell,2011-06-04 09:57:00+00:00,Analyze Purchase Requisition,Francis Odell,1057,Variant 3,3,Fluxicon Disco,2011-06-04 09:53:00+00:00,15
6801,7740,Create Purchase Requisition,complete,Esmana Liubiata,2011-06-04 02:53:00+00:00,Create Purchase Requisition,Esmana Liubiata,1060,Variant 2,2,Fluxicon Disco,2011-06-04 02:48:00+00:00,5
6802,7741,Create Request for Quotation,complete,Penn Osterwalder,2011-06-04 04:51:00+00:00,Create Request for Quotation,Penn Osterwalder,1060,Variant 2,2,Fluxicon Disco,2011-06-04 04:45:00+00:00,12
6803,7742,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-06 06:36:00+00:00,Analyze Request for Quotation,Francois de Perrier,1060,Variant 2,2,Fluxicon Disco,2011-06-06 06:14:00+00:00,8
6804,7743,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-06-06 20:31:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,1060,Variant 2,2,Fluxicon Disco,2011-06-06 20:04:00+00:00,2
6805,7744,Create Quotation comparison Map,complete,Magdalena Predutta,2011-06-07 01:05:00+00:00,Create Quotation comparison Map,Magdalena Predutta,1060,Variant 2,2,Fluxicon Disco,2011-06-06 21:09:00+00:00,7
6806,7745,Analyze Quotation Comparison Map,complete,Immanuel Karagianni,2011-06-07 07:55:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,1060,Variant 2,2,Fluxicon Disco,2011-06-07 07:40:00+00:00,1
6807,7746,Choose best option,complete,Miu Hanwan,2011-06-07 07:55:00+00:00,Choose best option,Miu Hanwan,1060,Variant 2,2,Fluxicon Disco,2011-06-07 07:55:00+00:00,16
6808,7747,Settle Conditions With Supplier,complete,Francois de Perrier,2011-06-09 09:04:00+00:00,Settle Conditions With Supplier,Francois de Perrier,1060,Variant 2,2,Fluxicon Disco,2011-06-08 23:33:00+00:00,8
6809,7748,Create Purchase Order,complete,Francois de Perrier,2011-06-09 15:21:00+00:00,Create Purchase Order,Francois de Perrier,1060,Variant 2,2,Fluxicon Disco,2011-06-09 15:11:00+00:00,8
6810,7749,Confirm Purchase Order,complete,Kiu Kan,2011-06-15 22:33:00+00:00,Confirm Purchase Order,Kiu Kan,1060,Variant 2,2,Fluxicon Disco,2011-06-15 21:59:00+00:00,24
6811,7750,Deliver Goods Services,complete,Karen Clarens,2011-06-17 11:25:00+00:00,Deliver Goods Services,Karen Clarens,1060,Variant 2,2,Fluxicon Disco,2011-06-16 21:30:00+00:00,23
6812,7751,Release Purchase Order,complete,Kim Passa,2011-06-17 19:02:00+00:00,Release Purchase Order,Kim Passa,1060,Variant 2,2,Fluxicon Disco,2011-06-17 19:01:00+00:00,0
6813,7752,Approve Purchase Order for payment,complete,Magdalena Predutta,2011-06-18 02:41:00+00:00,Approve Purchase Order for payment,Magdalena Predutta,1060,Variant 2,2,Fluxicon Disco,2011-06-18 02:40:00+00:00,7
6814,7753,Send Invoice,complete,Karen Clarens,2011-06-19 11:51:00+00:00,Send Invoice,Karen Clarens,1060,Variant 2,2,Fluxicon Disco,2011-06-19 11:51:00+00:00,23
6815,7754,Release Supplier's Invoice,complete,Pedro Alvares,2011-06-20 02:21:00+00:00,Release Supplier's Invoice,Pedro Alvares,1060,Variant 2,2,Fluxicon Disco,2011-06-20 02:18:00+00:00,26
6816,7755,Authorize Supplier's Invoice payment,complete,Pedro Alvares,2011-06-20 02:21:00+00:00,Authorize Supplier's Invoice payment,Pedro Alvares,1060,Variant 2,2,Fluxicon Disco,2011-06-20 02:21:00+00:00,26
6817,7756,Pay Invoice,complete,Pedro Alvares,2011-06-20 03:36:00+00:00,Pay Invoice,Pedro Alvares,1060,Variant 2,2,Fluxicon Disco,2011-06-20 03:23:00+00:00,26
6818,7841,Create Purchase Requisition,complete,Penn Osterwalder,2011-06-06 03:55:00+00:00,Create Purchase Requisition,Penn Osterwalder,1079,Variant 4,4,Fluxicon Disco,2011-06-06 03:41:00+00:00,12
6819,7842,Analyze Purchase Requisition,complete,Maris Freeman,2011-06-07 00:44:00+00:00,Analyze Purchase Requisition,Maris Freeman,1079,Variant 4,4,Fluxicon Disco,2011-06-07 00:37:00+00:00,10
6820,7843,Create Request for Quotation,complete,Maris Freeman,2011-06-07 00:52:00+00:00,Create Request for Quotation,Maris Freeman,1079,Variant 4,4,Fluxicon Disco,2011-06-07 00:49:00+00:00,10
6821,7844,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-10 03:39:00+00:00,Analyze Request for Quotation,Francois de Perrier,1079,Variant 4,4,Fluxicon Disco,2011-06-10 03:15:00+00:00,8
6822,7864,Create Purchase Requisition,complete,Clement Duchot,2011-06-07 03:19:00+00:00,Create Purchase Requisition,Clement Duchot,1085,Variant 5,5,Fluxicon Disco,2011-06-07 02:24:00+00:00,20
6823,7865,Create Request for Quotation,complete,Nico Ojenbeer,2011-06-07 08:21:00+00:00,Create Request for Quotation,Nico Ojenbeer,1085,Variant 5,5,Fluxicon Disco,2011-06-07 08:06:00+00:00,13
6824,7866,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-09 09:22:00+00:00,Analyze Request for Quotation,Francois de Perrier,1085,Variant 5,5,Fluxicon Disco,2011-06-09 09:05:00+00:00,8
6825,7901,Create Purchase Requisition,complete,Anna Kaufmann,2011-06-08 06:55:00+00:00,Create Purchase Requisition,Anna Kaufmann,1094,Variant 4,4,Fluxicon Disco,2011-06-08 06:36:00+00:00,17
6826,7902,Analyze Purchase Requisition,complete,Maris Freeman,2011-06-09 05:35:00+00:00,Analyze Purchase Requisition,Maris Freeman,1094,Variant 4,4,Fluxicon Disco,2011-06-09 05:30:00+00:00,10
6827,7903,Create Request for Quotation,complete,Francis Odell,2011-06-09 05:43:00+00:00,Create Request for Quotation,Francis Odell,1094,Variant 4,4,Fluxicon Disco,2011-06-09 05:40:00+00:00,15
6828,7904,Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-14 16:43:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1094,Variant 4,4,Fluxicon Disco,2011-06-14 16:27:00+00:00,7
6829,7905,Create Purchase Requisition,complete,Alberto Duport,2011-06-09 15:32:00+00:00,Create Purchase Requisition,Alberto Duport,1104,Variant 3,3,Fluxicon Disco,2011-06-09 14:35:00+00:00,3
6830,7906,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-06-10 12:03:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1104,Variant 3,3,Fluxicon Disco,2011-06-10 11:57:00+00:00,11
6831,7933,Create Purchase Requisition,complete,Miu Hanwan,2011-06-11 00:05:00+00:00,Create Purchase Requisition,Miu Hanwan,1114,Variant 3,3,Fluxicon Disco,2011-06-10 23:28:00+00:00,16
6832,7934,Analyze Purchase Requisition,complete,Maris Freeman,2011-06-11 15:28:00+00:00,Analyze Purchase Requisition,Maris Freeman,1114,Variant 3,3,Fluxicon Disco,2011-06-11 15:19:00+00:00,10
6833,8045,Create Purchase Requisition,complete,Clement Duchot,2011-06-17 07:32:00+00:00,Create Purchase Requisition,Clement Duchot,1151,Variant 4,4,Fluxicon Disco,2011-06-17 06:38:00+00:00,20
6834,8046,Analyze Purchase Requisition,complete,Francis Odell,2011-06-18 01:26:00+00:00,Analyze Purchase Requisition,Francis Odell,1151,Variant 4,4,Fluxicon Disco,2011-06-18 01:21:00+00:00,15
6835,8047,Create Request for Quotation,complete,Heinz Gutschmidt,2011-06-18 01:31:00+00:00,Create Request for Quotation,Heinz Gutschmidt,1151,Variant 4,4,Fluxicon Disco,2011-06-18 01:30:00+00:00,11
6836,8048,Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-18 05:16:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1151,Variant 4,4,Fluxicon Disco,2011-06-18 04:59:00+00:00,7
6837,8049,Create Purchase Requisition,complete,Anne Olwada,2011-06-17 14:01:00+00:00,Create Purchase Requisition,Anne Olwada,1153,Variant 3,3,Fluxicon Disco,2011-06-17 13:26:00+00:00,14
6838,8050,Analyze Purchase Requisition,complete,Maris Freeman,2011-06-18 04:14:00+00:00,Analyze Purchase Requisition,Maris Freeman,1153,Variant 3,3,Fluxicon Disco,2011-06-18 04:09:00+00:00,10
0,8106,Create Purchase Requisition,complete,Kim Passa,2011-06-20 08:29:00+00:00,Create Purchase Requisition,Kim Passa,1177,Variant 2,2,Fluxicon Disco,2011-06-20 07:33:00+00:00,0
1,8107,Create Request for Quotation,complete,Alberto Duport,2011-06-20 11:28:00+00:00,Create Request for Quotation,Alberto Duport,1177,Variant 2,2,Fluxicon Disco,2011-06-20 11:16:00+00:00,2
2,8108,Analyze Request for Quotation,complete,Francois de Perrier,2011-06-24 21:45:00+00:00,Analyze Request for Quotation,Francois de Perrier,1177,Variant 2,2,Fluxicon Disco,2011-06-24 21:11:00+00:00,12
3,8109,Send Request for Quotation to Supplier,complete,Karel de Groot,2011-06-25 01:37:00+00:00,Send Request for Quotation to Supplier,Karel de Groot,1177,Variant 2,2,Fluxicon Disco,2011-06-25 01:19:00+00:00,17
4,8110,Create Quotation comparison Map,complete,Karel de Groot,2011-06-25 06:25:00+00:00,Create Quotation comparison Map,Karel de Groot,1177,Variant 2,2,Fluxicon Disco,2011-06-25 03:29:00+00:00,17
5,8111,Analyze Quotation Comparison Map,complete,Immanuel Karagianni,2011-06-25 13:41:00+00:00,Analyze Quotation Comparison Map,Immanuel Karagianni,1177,Variant 2,2,Fluxicon Disco,2011-06-25 13:12:00+00:00,10
6,8112,Choose best option,complete,Clement Duchot,2011-06-25 13:41:00+00:00,Choose best option,Clement Duchot,1177,Variant 2,2,Fluxicon Disco,2011-06-25 13:41:00+00:00,15
7,8113,Settle Conditions With Supplier,complete,Francois de Perrier,2011-06-26 03:52:00+00:00,Settle Conditions With Supplier,Francois de Perrier,1177,Variant 2,2,Fluxicon Disco,2011-06-25 18:59:00+00:00,12
8,8114,Create Purchase Order,complete,Magdalena Predutta,2011-06-26 10:18:00+00:00,Create Purchase Order,Magdalena Predutta,1177,Variant 2,2,Fluxicon Disco,2011-06-26 10:12:00+00:00,11
9,8115,Confirm Purchase Order,complete,Carmen Finacse,2011-06-28 03:53:00+00:00,Confirm Purchase Order,Carmen Finacse,1177,Variant 2,2,Fluxicon Disco,2011-06-28 03:40:00+00:00,18
10,8116,Deliver Goods Services,complete,Karen Clarens,2011-06-29 15:38:00+00:00,Deliver Goods Services,Karen Clarens,1177,Variant 2,2,Fluxicon Disco,2011-06-29 00:58:00+00:00,19
11,8117,Release Purchase Order,complete,Clement Duchot,2011-06-29 23:26:00+00:00,Release Purchase Order,Clement Duchot,1177,Variant 2,2,Fluxicon Disco,2011-06-29 23:25:00+00:00,15
12,8118,Approve Purchase Order for payment,complete,Francois de Perrier,2011-06-30 10:17:00+00:00,Approve Purchase Order for payment,Francois de Perrier,1177,Variant 2,2,Fluxicon Disco,2011-06-30 10:16:00+00:00,12
13,8119,Send Invoice,complete,Carmen Finacse,2011-07-03 16:35:00+00:00,Send Invoice,Carmen Finacse,1177,Variant 2,2,Fluxicon Disco,2011-07-03 16:35:00+00:00,18
14,8120,Release Supplier's Invoice,complete,Karalda Nimwada,2011-07-04 06:57:00+00:00,Release Supplier's Invoice,Karalda Nimwada,1177,Variant 2,2,Fluxicon Disco,2011-07-04 06:53:00+00:00,20
15,8121,Authorize Supplier's Invoice payment,complete,Karalda Nimwada,2011-07-04 06:57:00+00:00,Authorize Supplier's Invoice payment,Karalda Nimwada,1177,Variant 2,2,Fluxicon Disco,2011-07-04 06:57:00+00:00,20
16,8122,Pay Invoice,complete,Karalda Nimwada,2011-07-04 07:25:00+00:00,Pay Invoice,Karalda Nimwada,1177,Variant 2,2,Fluxicon Disco,2011-07-04 07:14:00+00:00,20
17,8123,Create Purchase Requisition,complete,Fjodor Kowalski,2011-06-20 10:22:00+00:00,Create Purchase Requisition,Fjodor Kowalski,1178,Variant 69,69,Fluxicon Disco,2011-06-20 09:32:00+00:00,1
18,8124,Analyze Purchase Requisition,complete,Heinz Gutschmidt,2011-06-21 07:21:00+00:00,Analyze Purchase Requisition,Heinz Gutschmidt,1178,Variant 69,69,Fluxicon Disco,2011-06-21 07:15:00+00:00,7
19,8125,Create Request for Quotation,complete,Francis Odell,2011-06-21 07:29:00+00:00,Create Request for Quotation,Francis Odell,1178,Variant 69,69,Fluxicon Disco,2011-06-21 07:27:00+00:00,8
20,8126,Analyze Request for Quotation,complete,Magdalena Predutta,2011-06-22 01:03:00+00:00,Analyze Request for Quotation,Magdalena Predutta,1178,Variant 69,69,Fluxicon Disco,2011-06-22 00:30:00+00:00,11
21,8127,Amend Request for Quotation,complete,Elvira Lores,2011-06-22 02:02:00+00:00,Amend Request for Quotation,Elvira Lores,1178,Variant 69,69,Fluxicon Disco,2011-06-22 01:55:00+00:00,13
22,8128,Analyze Request for Quotation,complete,Francois de Perrier,2011-07-15 12:56:00+00:00,Analyze Request for Quotation,Francois de Perrier,1178,Variant 69,69,Fluxicon Disco,2011-07-15 12:22:00+00:00,12
